n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.84,25.0,96
3,6.76,25.0,169
4,7.08,25.0,177
5,12.76,25.0,319
6,17.4,25.0,434
7,20.4,25.0,509
8,21.64,25.0,541
9,25.52,25.0,638
10,26.72,25.0,668
11,30.48,25.0,762
12,31.68,25.0,792
13,36.68,25.0,917
14,39.8,25.0,994
15,44.76,25.0,1119
16,51.76,25.0,1294
17,57.76,25.0,1444
18,62.76,25.0,1569
19,68.72,25.0,1718
20,74.24,25.0,1855
21,75.72,25.0,1893
22,81.8,25.0,2045
23,86.48,25.0,2162
24,87.92,25.0,2198
25,89.32,25.0,2233
26,91.64,25.0,2291
27,97.68,25.0,2442
28,103.12,25.0,2578
29,104.12,25.0,2603
30,107.24,25.0,2681
31,111.52,25.0,2788
32,112.4,25.0,2810
33,119.4,25.0,2985
34,122.4,25.0,3060
35,124.68,25.0,3117
36,127.04,25.0,3176
37,130.12,25.0,3253
38,133.2,25.0,3329
39,134.84,25.0,3371
40,141.84,25.0,3546
41,148.84,25.0,3721
42,153.28,25.0,3832
43,155.12,25.0,3878
44,160.96,25.0,4024
45,164.12,25.0,4103
46,168.44,25.0,4211
47,174.12,25.0,4353
48,178.12,25.0,4453
49,182.96,25.0,4574
50,187.6,25.0,4690
51,193.56,25.0,4839
52,196.24,25.0,4906
53,200.48,25.0,5012
54,207.48,25.0,5187
55,213.48,25.0,5337
56,219.0,25.0,5475
57,225.64,25.0,5641
58,230.24,25.0,5756
59,235.6,25.0,5890
60,236.6,25.0,5915
61,239.4,25.0,5985
62,242.92,25.0,6073
63,246.48,25.0,6162
64,248.36,25.0,6209
65,249.76,25.0,6244
66,254.84,25.0,6371
67,259.48,25.0,6487
68,261.52,25.0,6538
69,267.8,25.0,6695
70,272.4,25.0,6809
71,275.08,25.0,6877
72,277.36,25.0,6934
73,278.96,25.0,6973
74,281.76,25.0,7044
75,283.96,25.0,7098
76,290.6,25.0,7265
77,294.36,25.0,7359
78,300.64,25.0,7516
79,305.44,25.0,7636
80,311.44,25.0,7786
81,318.36,25.0,7959
82,325.0,25.0,8125
83,330.4,25.0,8260
84,337.0,25.0,8425
85,343.0,25.0,8575
86,350.0,25.0,8750
87,354.76,25.0,8869
88,361.76,25.0,9044
89,366.76,25.0,9169
90,372.12,25.0,9303
91,375.64,25.0,9391
92,380.28,25.0,9507
93,381.28,25.0,9532
94,385.48,25.0,9637
95,388.72,25.0,9718
96,393.6,25.0,9840
97,394.36,25.0,9859
98,397.36,25.0,9934
99,400.76,25.0,10019
100,406.0,25.0,10150
101,408.04,25.0,10201
102,410.08,25.0,10252
103,412.76,25.0,10319
104,416.48,25.0,10412
105,418.88,25.0,10472
106,421.48,25.0,10537
107,423.4,25.0,10585
108,424.84,25.0,10621
109,427.24,25.0,10681
110,429.24,25.0,10731
111,434.84,25.0,10871
112,436.76,25.0,10919
113,440.68,25.0,11017
114,447.16,25.0,11179
115,454.16,25.0,11354
116,458.16,25.0,11454
117,463.32,25.0,11583
118,466.48,25.0,11662
119,471.8,25.0,11795
120,473.48,25.0,11837
121,476.32,25.0,11908
122,480.08,25.0,12002
123,482.36,25.0,12059
124,486.36,25.0,12159
125,489.4,25.0,12235
126,494.2,25.0,12355
127,496.64,25.0,12416
128,499.04,25.0,12476
129,504.44,25.0,12611
130,511.44,25.0,12786
131,516.44,25.0,12911
132,520.28,25.0,13007
133,527.28,25.0,13182
134,530.4,25.0,13260
135,534.6,25.0,13365
136,536.8,25.0,13419
137,541.12,25.0,13528
138,544.12,25.0,13603
139,549.36,25.0,13734
140,550.8,25.0,13769
141,553.72,25.0,13843
142,557.24,25.0,13931
143,560.6,25.0,14015
144,567.6,25.0,14190
145,571.24,25.0,14281
146,575.56,25.0,14388
147,580.04,25.0,14501
148,583.48,25.0,14587
149,585.48,25.0,14637
150,588.92,25.0,14722
151,592.72,25.0,14818
152,598.88,25.0,14972
153,601.88,25.0,15047
154,605.32,25.0,15133
155,607.48,25.0,15187
156,611.8,25.0,15294
157,613.64,25.0,15341
158,620.6,25.0,15515
159,625.04,25.0,15626
160,628.52,25.0,15713
161,631.76,25.0,15794
162,638.76,25.0,15969
163,641.76,25.0,16044
164,648.64,25.0,16216
165,653.12,25.0,16328
166,657.6,25.0,16440
167,662.24,25.0,16556
168,665.92,25.0,16648
169,668.4,25.0,16710
170,673.76,25.0,16844
171,679.76,25.0,16994
172,682.76,25.0,17069
173,685.96,25.0,17149
174,692.96,25.0,17324
175,697.96,25.0,17449
176,701.0,25.0,17525
177,706.0,25.0,17650
178,709.52,25.0,17738
179,712.32,25.0,17808
180,716.36,25.0,17909
181,719.0,25.0,17975
182,720.72,25.0,18018
183,726.24,25.0,18156
184,729.68,25.0,18242
185,732.08,25.0,18302
186,733.08,25.0,18327
187,739.28,25.0,18482
188,744.84,25.0,18621
189,747.76,25.0,18694
190,749.68,25.0,18742
191,756.68,25.0,18917
192,762.32,25.0,19058
193,769.32,25.0,19233
194,775.32,25.0,19383
195,780.64,25.0,19516
196,785.6,25.0,19640
197,787.32,25.0,19683
198,791.32,25.0,19783
199,794.6,25.0,19865
200,801.52,25.0,20038
201,804.52,25.0,20113
202,811.48,25.0,20287
203,817.36,25.0,20434
204,824.28,25.0,20607
205,829.96,25.0,20749
206,832.96,25.0,20824
207,836.4,25.0,20910
208,841.84,25.0,21046
209,843.2,25.0,21080
210,850.2,25.0,21255
211,856.24,25.0,21406
212,862.64,25.0,21566
213,867.96,25.0,21699
214,874.32,25.0,21858
215,878.84,25.0,21971
216,884.72,25.0,22118
217,891.2,25.0,22280
218,895.16,25.0,22379
219,897.96,25.0,22449
220,904.96,25.0,22624
221,908.96,25.0,22724
222,915.96,25.0,22899
223,920.72,25.0,23018
224,924.6,25.0,23115
225,927.88,25.0,23197
226,934.88,25.0,23372
227,938.8,25.0,23470
228,945.2,25.0,23630
229,949.12,25.0,23728
230,949.64,25.0,23741
231,952.64,25.0,23816
232,958.68,25.0,23967
233,963.68,25.0,24092
234,967.48,25.0,24187
235,972.28,25.0,24307
236,975.28,25.0,24382
237,978.04,25.0,24451
238,985.04,25.0,24626
239,988.92,25.0,24723
240,994.32,25.0,24858
241,998.64,25.0,24966
242,1000.76,25.0,25019
243,1004.4,25.0,25110
244,1005.84,25.0,25146
245,1008.16,25.0,25204
246,1010.48,25.0,25262
247,1012.28,25.0,25307
248,1014.68,25.0,25367
249,1016.88,25.0,25422
250,1020.96,25.0,25524
251,1022.4,25.0,25560
252,1024.16,25.0,25604
253,1026.12,25.0,25652
254,1027.68,25.0,25692
255,1028.84,25.0,25720
256,1030.0,25.0,25750
257,1035.28,25.0,25882
258,1037.2,25.0,25930
259,1041.2,25.0,26030
260,1047.6,25.0,26189
261,1048.16,25.0,26204
262,1055.16,25.0,26379
263,1059.88,25.0,26497
264,1066.48,25.0,26662
265,1072.36,25.0,26808
266,1077.36,25.0,26933
267,1081.52,25.0,27038
268,1086.12,25.0,27152
269,1092.84,25.0,27320
270,1097.4,25.0,27435
271,1100.56,25.0,27514
272,1104.4,25.0,27610
273,1106.4,25.0,27660
274,1111.4,25.0,27785
275,1117.4,25.0,27935
276,1123.8,25.0,28095
277,1129.32,25.0,28233
278,1136.32,25.0,28408
279,1141.32,25.0,28533
280,1146.0,25.0,28650
281,1149.88,25.0,28747
282,1154.76,25.0,28869
283,1156.0,25.0,28900
284,1163.0,25.0,29075
285,1169.36,25.0,29233
286,1174.52,25.0,29363
287,1178.84,25.0,29470
288,1180.24,25.0,29506
289,1183.84,25.0,29595
290,1190.56,25.0,29764
291,1195.0,25.0,29875
292,1198.84,25.0,29970
293,1204.28,25.0,30107
294,1211.28,25.0,30282
295,1218.28,25.0,30457
