n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.08,25.0,102
3,5.08,25.0,127
4,8.24,25.0,206
5,15.16,25.0,379
6,18.48,25.0,462
7,22.52,25.0,563
8,23.24,25.0,581
9,24.56,25.0,614
10,26.56,25.0,664
11,29.64,25.0,741
12,31.64,25.0,791
13,34.6,25.0,865
14,38.24,25.0,956
15,39.6,25.0,990
16,44.12,25.0,1103
17,50.52,25.0,1263
18,53.56,25.0,1339
19,58.52,25.0,1463
20,60.36,25.0,1509
21,63.96,25.0,1599
22,68.28,25.0,1707
23,71.52,25.0,1788
24,76.72,25.0,1918
25,83.16,25.0,2079
26,89.84,25.0,2246
27,93.44,25.0,2336
28,95.4,25.0,2385
29,99.48,25.0,2487
30,100.16,25.0,2504
31,107.16,25.0,2679
32,111.16,25.0,2779
33,114.96,25.0,2874
34,120.48,25.0,3012
35,126.32,25.0,3158
36,127.32,25.0,3183
37,134.08,25.0,3352
38,139.68,25.0,3492
39,140.32,25.0,3508
40,147.32,25.0,3683
41,152.68,25.0,3817
42,158.68,25.0,3967
43,162.0,25.0,4050
44,164.72,25.0,4118
45,167.64,25.0,4191
46,170.84,25.0,4271
47,173.12,25.0,4328
48,178.32,25.0,4458
49,181.36,25.0,4534
50,182.2,25.0,4555
51,186.0,25.0,4650
52,188.88,25.0,4722
53,191.52,25.0,4788
54,196.56,25.0,4914
55,197.0,25.0,4925
56,200.96,25.0,5024
57,203.48,25.0,5087
58,208.24,25.0,5206
59,213.96,25.0,5349
60,216.96,25.0,5424
61,217.96,25.0,5449
62,221.0,25.0,5525
63,224.96,25.0,5624
64,231.96,25.0,5799
65,238.0,25.0,5950
66,240.76,25.0,6019
67,243.64,25.0,6091
68,246.32,25.0,6158
69,248.4,25.0,6210
70,253.76,25.0,6344
71,257.4,25.0,6434
72,260.44,25.0,6511
73,265.72,25.0,6643
74,268.8,25.0,6720
75,271.84,25.0,6795
76,278.84,25.0,6970
77,282.84,25.0,7070
78,289.84,25.0,7245
79,294.96,25.0,7373
80,301.8,25.0,7545
81,305.88,25.0,7647
82,310.8,25.0,7770
83,316.12,25.0,7903
84,316.72,25.0,7918
85,321.48,25.0,8037
86,326.12,25.0,8153
87,328.48,25.0,8212
88,334.2,25.0,8355
89,337.2,25.0,8430
90,343.28,25.0,8582
91,349.92,25.0,8748
92,354.96,25.0,8874
93,355.28,25.0,8882
94,360.44,25.0,9011
95,362.48,25.0,9062
96,366.88,25.0,9172
97,373.04,25.0,9326
98,379.52,25.0,9488
99,382.52,25.0,9563
100,388.4,25.0,9710
101,394.2,25.0,9855
102,400.76,25.0,10019
103,405.0,25.0,10125
104,409.68,25.0,10242
105,415.52,25.0,10388
106,419.08,25.0,10477
107,420.36,25.0,10509
108,427.36,25.0,10684
109,430.88,25.0,10772
110,437.88,25.0,10947
111,441.88,25.0,11047
112,444.92,25.0,11123
113,451.88,25.0,11297
114,457.56,25.0,11439
115,462.88,25.0,11572
116,465.88,25.0,11647
117,472.88,25.0,11822
118,478.2,25.0,11955
119,484.76,25.0,12119
120,488.56,25.0,12214
121,492.08,25.0,12302
122,499.08,25.0,12477
123,503.08,25.0,12577
124,509.08,25.0,12727
125,515.52,25.0,12888
126,518.8,25.0,12969
127,525.8,25.0,13144
128,530.32,25.0,13258
129,532.84,25.0,13321
130,534.76,25.0,13369
131,540.12,25.0,13503
132,542.44,25.0,13561
133,544.4,25.0,13610
134,548.56,25.0,13713
135,551.32,25.0,13783
136,554.04,25.0,13851
137,556.52,25.0,13913
138,562.4,25.0,14060
139,568.2,25.0,14205
140,575.04,25.0,14376
141,581.92,25.0,14547
142,588.04,25.0,14701
143,592.8,25.0,14819
144,597.16,25.0,14929
145,602.16,25.0,15054
146,607.36,25.0,15184
147,608.36,25.0,15209
148,611.4,25.0,15285
149,612.36,25.0,15309
150,616.2,25.0,15405
151,617.48,25.0,15437
152,624.48,25.0,15612
153,631.48,25.0,15787
154,635.48,25.0,15887
155,638.6,25.0,15965
156,642.52,25.0,16063
157,649.2,25.0,16230
158,655.04,25.0,16376
159,658.76,25.0,16469
160,664.2,25.0,16605
161,669.32,25.0,16733
162,674.84,25.0,16871
163,681.84,25.0,17046
164,686.64,25.0,17166
165,692.0,25.0,17300
166,697.56,25.0,17439
167,701.52,25.0,17538
168,706.72,25.0,17668
169,712.68,25.0,17817
170,716.76,25.0,17919
171,720.56,25.0,18014
172,723.36,25.0,18084
173,729.16,25.0,18229
174,733.32,25.0,18333
175,737.88,25.0,18447
176,744.88,25.0,18622
177,747.88,25.0,18697
178,753.88,25.0,18847
179,758.88,25.0,18972
180,765.68,25.0,19142
181,771.4,25.0,19285
182,776.72,25.0,19418
183,783.72,25.0,19593
184,787.88,25.0,19697
185,791.0,25.0,19775
186,796.64,25.0,19916
187,802.88,25.0,20072
188,808.28,25.0,20207
189,811.28,25.0,20282
190,815.08,25.0,20377
191,817.88,25.0,20447
192,824.88,25.0,20622
193,827.88,25.0,20697
194,833.88,25.0,20847
