n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.48,25.0,112
3,8.28,25.0,206
4,15.28,25.0,382
5,18.52,25.0,463
6,20.84,25.0,521
7,24.6,25.0,615
8,25.92,25.0,648
9,30.88,25.0,772
10,34.68,25.0,867
11,35.88,25.0,897
12,39.08,25.0,977
13,44.12,25.0,1103
14,51.08,25.0,1277
15,54.08,25.0,1352
16,60.52,25.0,1513
17,67.36,25.0,1684
18,73.4,25.0,1835
19,77.24,25.0,1930
20,82.6,25.0,2065
21,88.08,25.0,2202
22,92.52,25.0,2313
23,95.68,25.0,2392
24,98.36,25.0,2459
25,100.8,25.0,2520
26,103.36,25.0,2584
27,105.68,25.0,2642
28,108.56,25.0,2714
29,111.48,25.0,2787
30,115.36,25.0,2884
31,119.0,25.0,2975
32,123.48,25.0,3087
33,129.2,25.0,3229
34,136.2,25.0,3404
35,142.8,25.0,3570
36,148.8,25.0,3720
37,154.8,25.0,3870
38,159.92,25.0,3997
39,166.36,25.0,4159
40,170.56,25.0,4264
41,174.48,25.0,4362
42,180.84,25.0,4521
43,183.84,25.0,4596
44,186.44,25.0,4661
45,189.6,25.0,4740
46,192.6,25.0,4815
47,197.4,25.0,4935
48,198.72,25.0,4968
49,203.92,25.0,5098
50,204.92,25.0,5123
51,211.4,25.0,5285
52,215.2,25.0,5380
53,220.0,25.0,5500
54,220.32,25.0,5508
55,227.32,25.0,5683
56,233.76,25.0,5844
57,236.76,25.0,5919
58,240.48,25.0,6012
59,247.2,25.0,6180
60,253.28,25.0,6332
61,256.0,25.0,6400
62,258.36,25.0,6459
63,261.68,25.0,6542
64,267.36,25.0,6684
65,270.36,25.0,6759
66,275.52,25.0,6888
67,280.6,25.0,7015
68,287.04,25.0,7176
69,291.0,25.0,7275
70,298.0,25.0,7450
71,302.84,25.0,7570
72,306.6,25.0,7665
73,313.16,25.0,7829
74,317.72,25.0,7943
75,323.12,25.0,8078
76,327.04,25.0,8176
77,330.04,25.0,8251
78,333.04,25.0,8326
79,336.04,25.0,8401
80,339.2,25.0,8480
81,341.0,25.0,8525
82,343.24,25.0,8581
83,346.2,25.0,8655
84,349.84,25.0,8746
85,353.84,25.0,8846
86,360.84,25.0,9021
87,367.8,25.0,9195
88,374.8,25.0,9370
