n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,3.0,25.0,75
3,7.0,25.0,175
4,14.0,25.0,350
5,19.96,25.0,499
6,21.24,25.0,531
7,26.32,25.0,658
8,31.28,25.0,782
9,36.16,25.0,903
10,38.24,25.0,956
11,45.24,25.0,1131
12,51.24,25.0,1281
13,54.4,25.0,1360
14,57.4,25.0,1435
15,63.04,25.0,1576
16,65.56,25.0,1639
17,68.36,25.0,1709
18,72.36,25.0,1809
19,79.08,25.0,1977
20,83.36,25.0,2084
21,87.36,25.0,2184
22,92.0,25.0,2300
23,98.4,25.0,2460
24,103.2,25.0,2580
25,108.76,25.0,2719
26,114.12,25.0,2853
27,115.12,25.0,2878
28,122.12,25.0,3053
29,126.12,25.0,3153
30,132.8,25.0,3320
31,138.52,25.0,3463
32,144.04,25.0,3601
33,150.72,25.0,3768
34,155.68,25.0,3892
35,160.64,25.0,4015
36,162.64,25.0,4065
37,168.36,25.0,4209
38,173.84,25.0,4346
39,176.84,25.0,4421
40,182.6,25.0,4565
41,183.6,25.0,4590
42,187.6,25.0,4690
43,194.52,25.0,4863
44,201.52,25.0,5038
45,207.16,25.0,5179
46,211.04,25.0,5276
47,215.04,25.0,5376
48,216.88,25.0,5422
49,223.52,25.0,5588
50,227.76,25.0,5694
51,232.12,25.0,5803
52,236.68,25.0,5917
53,239.08,25.0,5977
54,243.32,25.0,6083
55,244.52,25.0,6113
56,246.8,25.0,6170
57,247.8,25.0,6195
58,251.52,25.0,6288
59,253.76,25.0,6344
60,258.0,25.0,6450
61,259.52,25.0,6488
62,263.16,25.0,6579
63,264.16,25.0,6604
64,266.64,25.0,6666
65,267.64,25.0,6691
66,273.28,25.0,6831
67,274.64,25.0,6866
68,280.28,25.0,7006
69,285.0,25.0,7125
70,289.12,25.0,7228
71,292.28,25.0,7306
72,295.76,25.0,7394
73,301.68,25.0,7542
74,307.64,25.0,7691
75,313.64,25.0,7841
76,319.44,25.0,7986
77,323.0,25.0,8075
78,326.6,25.0,8165
79,329.92,25.0,8248
80,336.08,25.0,8402
81,338.8,25.0,8470
82,341.24,25.0,8531
83,345.64,25.0,8641
84,352.64,25.0,8816
85,357.64,25.0,8941
86,360.68,25.0,9017
87,365.72,25.0,9143
88,368.8,25.0,9220
89,371.44,25.0,9286
90,375.48,25.0,9387
91,377.96,25.0,9449
92,381.16,25.0,9529
93,384.36,25.0,9609
94,386.16,25.0,9654
95,388.16,25.0,9704
96,392.44,25.0,9811
97,398.36,25.0,9959
98,402.2,25.0,10055
99,404.36,25.0,10109
100,408.08,25.0,10202
101,413.0,25.0,10325
102,415.0,25.0,10375
103,421.8,25.0,10545
104,424.8,25.0,10620
105,429.28,25.0,10732
106,436.28,25.0,10907
107,440.48,25.0,11012
108,443.48,25.0,11087
109,447.96,25.0,11199
110,452.92,25.0,11323
111,459.44,25.0,11486
112,466.24,25.0,11656
113,469.28,25.0,11732
114,476.28,25.0,11907
115,480.4,25.0,12010
116,487.4,25.0,12185
117,490.84,25.0,12271
118,495.8,25.0,12395
119,500.04,25.0,12501
120,506.04,25.0,12651
121,509.16,25.0,12729
122,515.8,25.0,12894
123,522.0,25.0,13050
124,525.24,25.0,13131
125,528.16,25.0,13204
126,531.32,25.0,13283
127,534.56,25.0,13363
128,539.52,25.0,13488
129,541.08,25.0,13527
130,548.08,25.0,13702
131,551.08,25.0,13777
132,556.28,25.0,13907
133,561.28,25.0,14032
134,564.28,25.0,14107
135,571.28,25.0,14282
136,574.32,25.0,14358
137,576.92,25.0,14422
138,579.44,25.0,14486
139,583.32,25.0,14583
140,586.32,25.0,14658
141,591.68,25.0,14791
142,598.08,25.0,14952
143,603.16,25.0,15079
144,605.92,25.0,15147
145,606.24,25.0,15156
146,613.24,25.0,15331
147,619.24,25.0,15481
148,625.36,25.0,15634
149,629.8,25.0,15744
150,632.8,25.0,15819
151,638.8,25.0,15969
152,645.36,25.0,16134
153,652.36,25.0,16309
154,658.0,25.0,16450
155,662.32,25.0,16558
156,665.32,25.0,16633
157,670.44,25.0,16761
158,670.76,25.0,16769
159,676.76,25.0,16919
160,677.96,25.0,16949
161,681.96,25.0,17049
162,688.28,25.0,17207
163,695.28,25.0,17382
164,702.28,25.0,17557
165,709.28,25.0,17732
166,715.28,25.0,17882
167,719.96,25.0,17999
168,724.96,25.0,18124
169,727.96,25.0,18199
170,730.96,25.0,18274
171,736.72,25.0,18418
172,742.56,25.0,18564
173,745.56,25.0,18639
174,748.96,25.0,18724
175,752.88,25.0,18822
176,756.6,25.0,18915
177,757.0,25.0,18925
178,764.0,25.0,19100
179,769.8,25.0,19245
180,775.96,25.0,19399
181,782.8,25.0,19570
182,787.84,25.0,19696
183,790.84,25.0,19771
184,795.2,25.0,19880
185,799.96,25.0,19999
186,804.76,25.0,20119
187,808.76,25.0,20219
188,814.92,25.0,20373
189,819.36,25.0,20484
190,823.28,25.0,20582
191,826.92,25.0,20673
192,827.88,25.0,20697
193,834.88,25.0,20872
194,840.96,25.0,21024
195,845.0,25.0,21125
196,850.48,25.0,21262
197,855.2,25.0,21380
198,856.2,25.0,21405
199,862.16,25.0,21554
200,865.64,25.0,21641
201,870.0,25.0,21750
202,877.0,25.0,21925
203,883.32,25.0,22083
204,886.16,25.0,22154
205,888.28,25.0,22207
206,893.56,25.0,22339
207,897.96,25.0,22449
208,900.96,25.0,22524
209,903.0,25.0,22575
210,910.0,25.0,22750
211,915.0,25.0,22875
