n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,7.0,25.0,175
3,12.8,25.0,320
4,14.96,25.0,374
5,18.64,25.0,466
6,20.04,25.0,501
7,25.0,25.0,625
8,29.92,25.0,748
9,31.96,25.0,799
10,38.96,25.0,974
11,44.68,25.0,1117
12,47.96,25.0,1199
13,54.28,25.0,1357
14,61.28,25.0,1532
15,68.28,25.0,1707
16,71.28,25.0,1782
17,77.16,25.0,1929
18,80.16,25.0,2004
19,87.16,25.0,2179
20,90.16,25.0,2254
21,97.16,25.0,2429
22,101.16,25.0,2529
23,106.16,25.0,2654
24,112.76,25.0,2819
25,114.28,25.0,2857
26,117.16,25.0,2929
27,121.52,25.0,3038
28,124.0,25.0,3100
29,127.16,25.0,3179
30,130.04,25.0,3251
31,131.64,25.0,3290
32,136.6,25.0,3415
33,142.04,25.0,3551
34,144.4,25.0,3610
35,145.92,25.0,3647
36,147.32,25.0,3683
37,149.88,25.0,3747
38,153.12,25.0,3828
39,154.92,25.0,3872
40,159.56,25.0,3989
41,166.56,25.0,4164
42,169.56,25.0,4239
43,176.56,25.0,4414
44,182.36,25.0,4559
45,188.36,25.0,4709
46,191.36,25.0,4784
47,192.24,25.0,4806
48,199.24,25.0,4981
49,203.16,25.0,5079
50,209.88,25.0,5247
51,212.88,25.0,5322
52,215.96,25.0,5399
53,218.12,25.0,5453
54,220.8,25.0,5520
55,223.24,25.0,5581
56,227.48,25.0,5687
57,229.84,25.0,5746
58,234.32,25.0,5858
59,236.08,25.0,5902
60,240.76,25.0,6019
61,247.76,25.0,6194
62,251.76,25.0,6294
63,258.12,25.0,6453
64,261.2,25.0,6530
65,267.16,25.0,6679
66,274.16,25.0,6854
67,278.36,25.0,6959
68,284.36,25.0,7109
69,290.68,25.0,7267
70,297.4,25.0,7434
71,302.08,25.0,7552
72,303.28,25.0,7581
73,305.6,25.0,7640
74,309.2,25.0,7730
75,315.56,25.0,7889
76,321.32,25.0,8033
77,328.32,25.0,8208
78,335.32,25.0,8383
79,340.32,25.0,8508
