n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.8,25.0,120
3,4.96,25.0,124
4,5.96,25.0,149
5,6.0,25.0,150
6,9.92,25.0,248
7,14.88,25.0,372
8,19.68,25.0,492
9,19.84,25.0,496
10,21.8,25.0,545
11,24.8,25.0,620
12,26.92,25.0,673
13,29.76,25.0,744
14,31.84,25.0,796
15,34.72,25.0,868
16,36.8,25.0,919
17,38.96,25.0,974
18,39.68,25.0,992
19,44.64,25.0,1116
20,49.6,25.0,1240
21,50.92,25.0,1273
22,54.56,25.0,1364
23,58.4,25.0,1460
24,59.52,25.0,1488
25,61.48,25.0,1537
26,64.48,25.0,1612
27,67.88,25.0,1697
28,69.44,25.0,1736
29,74.4,25.0,1860
30,76.44,25.0,1911
31,79.36,25.0,1984
32,82.12,25.0,2053
33,84.0,25.0,2100
34,84.32,25.0,2108
35,89.28,25.0,2232
36,90.8,25.0,2270
37,92.12,25.0,2303
38,94.24,25.0,2356
39,94.64,25.0,2366
40,97.0,25.0,2425
41,99.2,25.0,2480
42,104.16,25.0,2604
43,109.12,25.0,2728
44,114.08,25.0,2852
45,119.04,25.0,2976
46,124.0,25.0,3100
47,128.28,25.0,3207
48,128.96,25.0,3224
49,133.92,25.0,3347
50,134.12,25.0,3353
51,135.6,25.0,3390
52,138.0,25.0,3450
53,138.88,25.0,3472
54,140.68,25.0,3517
55,143.84,25.0,3596
56,144.56,25.0,3614
57,147.08,25.0,3677
58,148.8,25.0,3720
59,149.48,25.0,3736
60,151.68,25.0,3792
61,153.44,25.0,3836
62,153.76,25.0,3844
63,157.28,25.0,3932
64,158.72,25.0,3968
65,163.68,25.0,4092
66,168.64,25.0,4216
67,173.6,25.0,4340
68,178.56,25.0,4464
69,181.88,25.0,4547
70,183.52,25.0,4588
71,183.72,25.0,4593
72,186.16,25.0,4654
73,188.48,25.0,4712
74,193.44,25.0,4836
75,197.04,25.0,4926
76,198.4,25.0,4960
77,199.12,25.0,4978
78,201.56,25.0,5039
79,203.36,25.0,5084
80,207.64,25.0,5191
81,208.32,25.0,5208
82,210.52,25.0,5263
83,213.28,25.0,5332
84,215.0,25.0,5375
85,218.04,25.0,5451
86,218.24,25.0,5456
87,219.2,25.0,5480
88,223.2,25.0,5580
89,228.16,25.0,5704
90,233.12,25.0,5828
91,238.08,25.0,5952
92,243.04,25.0,6076
93,248.0,25.0,6200
94,252.96,25.0,6324
95,254.0,25.0,6350
96,256.64,25.0,6416
97,257.92,25.0,6448
98,259.24,25.0,6481
99,262.88,25.0,6572
100,263.52,25.0,6588
101,265.12,25.0,6628
102,267.84,25.0,6695
103,271.2,25.0,6780
104,272.8,25.0,6820
105,277.76,25.0,6944
106,282.72,25.0,7068
107,287.68,25.0,7192
108,292.64,25.0,7316
109,297.6,25.0,7440
110,302.56,25.0,7564
111,307.52,25.0,7688
112,312.48,25.0,7812
113,314.92,25.0,7873
114,316.32,25.0,7908
115,317.44,25.0,7936
116,318.44,25.0,7961
117,322.08,25.0,8052
118,322.4,25.0,8059
119,323.0,25.0,8075
120,326.04,25.0,8151
121,327.36,25.0,8184
122,330.2,25.0,8255
123,332.32,25.0,8308
124,334.92,25.0,8373
125,337.28,25.0,8432
126,342.24,25.0,8556
127,346.24,25.0,8656
128,347.2,25.0,8680
129,348.68,25.0,8717
130,351.6,25.0,8790
131,352.16,25.0,8804
132,354.48,25.0,8862
133,356.08,25.0,8902
134,357.12,25.0,8928
135,362.08,25.0,9052
136,367.04,25.0,9176
137,372.0,25.0,9300
138,376.96,25.0,9424
139,381.92,25.0,9548
140,386.04,25.0,9651
141,386.88,25.0,9672
142,389.28,25.0,9732
143,391.84,25.0,9796
144,392.04,25.0,9801
145,395.84,25.0,9896
146,396.8,25.0,9920
147,401.76,25.0,10044
148,406.72,25.0,10168
149,411.68,25.0,10292
150,416.64,25.0,10416
151,421.6,25.0,10540
152,422.0,25.0,10550
153,426.56,25.0,10664
154,431.52,25.0,10788
155,431.88,25.0,10797
156,436.48,25.0,10912
157,441.44,25.0,11036
158,445.24,25.0,11131
159,446.4,25.0,11160
160,451.36,25.0,11284
161,456.32,25.0,11408
162,460.64,25.0,11516
163,461.28,25.0,11532
164,465.08,25.0,11627
165,466.24,25.0,11656
166,471.2,25.0,11780
167,476.16,25.0,11904
168,478.96,25.0,11974
169,481.12,25.0,12028
170,486.08,25.0,12152
171,491.04,25.0,12276
172,496.0,25.0,12400
173,500.96,25.0,12524
174,505.92,25.0,12648
175,510.88,25.0,12772
176,515.84,25.0,12896
177,520.8,25.0,13019
178,525.76,25.0,13144
179,530.72,25.0,13268
180,535.68,25.0,13391
181,536.16,25.0,13404
182,540.64,25.0,13516
183,545.6,25.0,13640
184,550.56,25.0,13763
185,555.52,25.0,13888
186,560.48,25.0,14012
187,565.44,25.0,14136
188,570.4,25.0,14260
189,575.36,25.0,14384
190,580.32,25.0,14508
191,585.28,25.0,14632
192,586.44,25.0,14661
193,590.24,25.0,14756
194,595.2,25.0,14880
195,599.84,25.0,14996
196,600.16,25.0,15004
197,605.12,25.0,15128
198,608.76,25.0,15219
199,610.08,25.0,15252
200,615.04,25.0,15376
201,617.76,25.0,15444
202,620.0,25.0,15500
203,620.76,25.0,15519
204,624.96,25.0,15624
205,629.92,25.0,15747
206,634.88,25.0,15872
207,639.84,25.0,15996
208,643.4,25.0,16085
209,644.8,25.0,16119
210,649.76,25.0,16244
211,654.72,25.0,16368
212,655.2,25.0,16380
213,659.68,25.0,16492
214,664.64,25.0,16616
215,669.6,25.0,16740
216,669.64,25.0,16741
217,674.56,25.0,16864
218,675.24,25.0,16881
219,679.52,25.0,16988
220,682.68,25.0,17067
221,684.48,25.0,17112
222,689.44,25.0,17236
223,693.16,25.0,17329
224,694.4,25.0,17360
225,699.36,25.0,17484
226,704.32,25.0,17608
227,709.28,25.0,17732
228,709.88,25.0,17747
229,714.24,25.0,17856
230,719.2,25.0,17980
231,722.76,25.0,18069
232,724.16,25.0,18104
233,726.04,25.0,18151
234,729.12,25.0,18228
235,729.6,25.0,18240
236,730.8,25.0,18270
237,732.0,25.0,18300
238,734.08,25.0,18352
239,736.48,25.0,18412
240,738.0,25.0,18450
241,739.04,25.0,18476
242,741.16,25.0,18529
243,744.0,25.0,18600
244,748.96,25.0,18724
245,753.92,25.0,18848
246,758.88,25.0,18972
247,763.84,25.0,19096
248,768.8,25.0,19220
249,773.76,25.0,19344
250,778.72,25.0,19468
251,779.92,25.0,19498
252,783.68,25.0,19592
253,784.32,25.0,19608
254,788.64,25.0,19716
255,793.6,25.0,19840
256,798.2,25.0,19955
257,798.56,25.0,19964
258,803.52,25.0,20088
259,805.04,25.0,20126
260,808.04,25.0,20201
261,808.48,25.0,20212
262,811.64,25.0,20291
263,813.44,25.0,20336
264,815.12,25.0,20378
265,818.4,25.0,20460
266,818.72,25.0,20468
267,823.36,25.0,20584
268,828.32,25.0,20708
269,833.28,25.0,20832
270,838.24,25.0,20956
271,843.2,25.0,21080
272,844.84,25.0,21121
273,848.16,25.0,21204
274,849.76,25.0,21244
275,853.12,25.0,21328
276,858.08,25.0,21452
277,860.4,25.0,21510
278,863.04,25.0,21576
279,868.0,25.0,21700
280,871.84,25.0,21796
281,872.96,25.0,21824
282,877.92,25.0,21948
283,882.88,25.0,22072
284,887.84,25.0,22196
285,889.08,25.0,22227
286,892.8,25.0,22320
287,897.76,25.0,22444
288,897.84,25.0,22446
289,902.72,25.0,22568
290,907.68,25.0,22692
291,912.64,25.0,22816
292,917.6,25.0,22940
293,922.56,25.0,23064
294,923.2,25.0,23080
295,927.52,25.0,23188
296,928.72,25.0,23218
297,932.48,25.0,23312
298,937.44,25.0,23436
299,938.16,25.0,23454
300,942.4,25.0,23560
301,942.44,25.0,23561
302,945.52,25.0,23638
303,947.36,25.0,23684
304,947.88,25.0,23697
305,951.92,25.0,23798
306,952.32,25.0,23808
307,957.28,25.0,23932
308,962.24,25.0,24056
309,964.44,25.0,24111
310,965.92,25.0,24148
311,967.2,25.0,24180
312,970.8,25.0,24270
313,972.16,25.0,24304
314,973.2,25.0,24330
315,975.24,25.0,24381
316,977.12,25.0,24428
317,977.16,25.0,24429
318,982.08,25.0,24552
319,987.04,25.0,24676
320,992.0,25.0,24800
321,996.96,25.0,24924
322,1001.92,25.0,25048
323,1006.88,25.0,25172
324,1010.92,25.0,25273
325,1011.84,25.0,25296
326,1014.68,25.0,25367
327,1016.4,25.0,25410
328,1016.8,25.0,25420
329,1018.64,25.0,25466
330,1021.76,25.0,25544
331,1026.72,25.0,25668
332,1031.68,25.0,25792
