n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,5.0,25.0,125
3,11.0,25.0,275
4,13.24,25.0,331
5,14.0,25.0,350
6,15.24,25.0,381
7,20.32,25.0,508
8,25.28,25.0,632
9,30.28,25.0,757
10,31.28,25.0,782
11,35.8,25.0,894
12,38.24,25.0,956
13,45.24,25.0,1131
14,51.24,25.0,1281
15,57.24,25.0,1431
16,63.96,25.0,1599
17,69.96,25.0,1748
18,72.04,25.0,1801
19,74.12,25.0,1853
20,77.4,25.0,1935
21,80.96,25.0,2023
22,83.08,25.0,2077
23,88.2,25.0,2205
24,90.0,25.0,2250
25,94.36,25.0,2359
26,95.68,25.0,2392
27,102.0,25.0,2550
28,105.0,25.0,2625
29,110.8,25.0,2770
30,114.16,25.0,2854
31,117.76,25.0,2944
32,120.76,25.0,3019
33,125.72,25.0,3143
34,132.72,25.0,3318
35,136.16,25.0,3404
36,143.16,25.0,3579
37,149.52,25.0,3738
38,153.4,25.0,3835
39,157.04,25.0,3926
40,158.64,25.0,3965
41,162.68,25.0,4067
42,167.16,25.0,4179
43,170.16,25.0,4254
44,176.12,25.0,4403
45,179.28,25.0,4482
46,181.92,25.0,4548
47,185.48,25.0,4637
48,191.16,25.0,4779
49,195.76,25.0,4894
50,202.76,25.0,5069
51,209.76,25.0,5244
52,214.72,25.0,5368
53,219.96,25.0,5499
54,223.36,25.0,5584
55,226.2,25.0,5655
56,228.12,25.0,5703
57,230.64,25.0,5766
58,234.08,25.0,5852
59,236.44,25.0,5911
60,238.96,25.0,5974
61,241.0,25.0,6025
62,243.76,25.0,6094
63,248.92,25.0,6223
64,250.96,25.0,6274
65,254.16,25.0,6354
66,260.08,25.0,6502
67,265.24,25.0,6631
68,272.24,25.0,6806
69,278.24,25.0,6956
70,285.24,25.0,7131
71,291.8,25.0,7295
72,294.8,25.0,7370
73,296.92,25.0,7423
74,298.2,25.0,7455
75,303.76,25.0,7594
76,310.76,25.0,7769
77,313.92,25.0,7848
78,318.64,25.0,7966
79,320.8,25.0,8020
80,326.12,25.0,8153
81,330.84,25.0,8271
82,335.92,25.0,8398
83,340.2,25.0,8505
84,346.84,25.0,8671
85,353.84,25.0,8846
86,357.84,25.0,8946
87,363.32,25.0,9083
88,367.56,25.0,9189
89,370.92,25.0,9273
90,372.76,25.0,9319
91,378.16,25.0,9454
92,384.84,25.0,9621
93,387.76,25.0,9694
94,390.08,25.0,9752
95,393.0,25.0,9825
96,394.72,25.0,9868
97,398.28,25.0,9957
98,400.4,25.0,10010
99,405.36,25.0,10134
100,409.96,25.0,10249
101,412.16,25.0,10304
102,414.28,25.0,10357
103,416.28,25.0,10407
104,419.48,25.0,10487
105,421.08,25.0,10527
106,425.08,25.0,10627
107,432.08,25.0,10802
108,438.2,25.0,10955
109,443.76,25.0,11094
110,445.48,25.0,11137
111,448.12,25.0,11203
112,451.12,25.0,11278
113,452.16,25.0,11304
114,455.6,25.0,11390
115,457.2,25.0,11430
116,463.48,25.0,11587
117,466.44,25.0,11661
118,468.36,25.0,11709
119,470.28,25.0,11757
120,472.8,25.0,11820
121,478.44,25.0,11961
122,481.0,25.0,12025
123,483.0,25.0,12075
124,485.8,25.0,12145
125,487.48,25.0,12187
126,489.32,25.0,12233
127,492.36,25.0,12309
128,494.08,25.0,12352
129,495.32,25.0,12383
130,499.6,25.0,12490
131,504.6,25.0,12615
132,510.84,25.0,12771
133,515.12,25.0,12878
134,519.32,25.0,12983
135,522.28,25.0,13057
136,525.12,25.0,13128
137,529.84,25.0,13246
138,532.92,25.0,13322
139,536.44,25.0,13411
140,538.68,25.0,13466
141,543.84,25.0,13596
142,550.04,25.0,13751
143,556.4,25.0,13910
144,563.4,25.0,14085
145,570.24,25.0,14256
146,570.4,25.0,14260
147,574.6,25.0,14365
148,580.08,25.0,14502
149,586.0,25.0,14650
150,589.44,25.0,14736
151,591.8,25.0,14794
152,594.8,25.0,14869
153,598.88,25.0,14972
154,605.8,25.0,15144
155,607.8,25.0,15194
156,608.8,25.0,15219
157,615.8,25.0,15394
158,620.52,25.0,15513
159,627.52,25.0,15688
160,633.44,25.0,15836
161,640.4,25.0,16010
162,645.08,25.0,16127
163,647.28,25.0,16182
164,651.6,25.0,16290
165,655.08,25.0,16377
166,656.88,25.0,16422
167,663.2,25.0,16580
168,667.92,25.0,16698
169,673.2,25.0,16830
170,678.28,25.0,16957
171,684.96,25.0,17124
172,691.96,25.0,17299
173,696.56,25.0,17414
174,702.08,25.0,17552
175,703.08,25.0,17577
176,709.6,25.0,17740
177,714.8,25.0,17870
178,719.96,25.0,17999
179,725.04,25.0,18126
180,731.64,25.0,18291
181,737.68,25.0,18442
182,742.96,25.0,18574
183,745.12,25.0,18628
184,747.12,25.0,18678
185,754.12,25.0,18853
186,759.0,25.0,18975
187,764.0,25.0,19100
188,769.04,25.0,19226
189,774.52,25.0,19363
190,780.56,25.0,19514
191,786.92,25.0,19673
192,793.92,25.0,19848
193,799.32,25.0,19983
194,806.08,25.0,20152
195,812.88,25.0,20322
196,817.8,25.0,20445
197,824.72,25.0,20618
198,829.64,25.0,20741
199,835.0,25.0,20875
200,841.6,25.0,21040
201,842.0,25.0,21050
202,846.52,25.0,21163
203,850.44,25.0,21261
204,854.12,25.0,21353
205,856.84,25.0,21421
206,860.88,25.0,21522
207,863.56,25.0,21589
208,870.56,25.0,21764
209,877.12,25.0,21928
210,880.88,25.0,22022
211,884.88,25.0,22122
212,886.56,25.0,22164
213,891.36,25.0,22284
214,895.64,25.0,22391
215,896.96,25.0,22424
216,903.36,25.0,22584
217,905.64,25.0,22641
218,909.36,25.0,22734
219,911.84,25.0,22796
220,913.84,25.0,22846
221,915.16,25.0,22879
222,917.0,25.0,22925
223,919.2,25.0,22980
224,921.96,25.0,23049
225,926.4,25.0,23160
226,930.4,25.0,23260
227,936.88,25.0,23422
228,943.88,25.0,23597
229,948.88,25.0,23722
230,954.68,25.0,23867
231,957.92,25.0,23948
232,960.52,25.0,24013
233,965.68,25.0,24142
234,970.8,25.0,24270
235,974.92,25.0,24373
236,976.92,25.0,24423
237,978.04,25.0,24451
238,980.8,25.0,24520
239,982.28,25.0,24557
240,989.28,25.0,24732
241,994.28,25.0,24857
242,1000.28,25.0,25007
243,1007.2,25.0,25180
244,1012.92,25.0,25323
245,1019.92,25.0,25498
246,1023.04,25.0,25576
247,1027.88,25.0,25697
248,1033.08,25.0,25827
249,1036.08,25.0,25902
250,1039.64,25.0,25991
251,1042.88,25.0,26072
252,1049.12,25.0,26227
253,1055.76,25.0,26394
254,1058.76,25.0,26469
255,1064.84,25.0,26620
256,1070.84,25.0,26770
257,1076.84,25.0,26920
258,1079.84,25.0,26995
259,1080.56,25.0,27014
260,1087.56,25.0,27189
261,1090.72,25.0,27268
262,1097.72,25.0,27443
263,1100.72,25.0,27518
264,1105.48,25.0,27637
265,1108.72,25.0,27718
266,1112.88,25.0,27822
267,1119.88,25.0,27997
268,1122.96,25.0,28074
269,1126.8,25.0,28170
270,1130.4,25.0,28260
271,1133.88,25.0,28347
272,1138.2,25.0,28455
273,1140.24,25.0,28506
274,1145.28,25.0,28632
275,1152.28,25.0,28807
276,1156.24,25.0,28906
277,1161.44,25.0,29036
278,1167.8,25.0,29195
279,1173.84,25.0,29345
280,1179.8,25.0,29495
281,1185.96,25.0,29649
282,1190.12,25.0,29752
283,1192.8,25.0,29820
284,1196.08,25.0,29902
285,1197.52,25.0,29938
286,1204.52,25.0,30113
287,1208.28,25.0,30207
288,1213.48,25.0,30337
289,1218.8,25.0,30470
290,1222.24,25.0,30556
291,1226.16,25.0,30654
292,1230.36,25.0,30758
293,1234.56,25.0,30864
294,1236.44,25.0,30911
295,1240.44,25.0,31011
296,1242.88,25.0,31072
297,1246.12,25.0,31152
298,1250.6,25.0,31264
299,1257.6,25.0,31439
300,1263.32,25.0,31583
301,1270.0,25.0,31750
302,1274.24,25.0,31856
303,1276.88,25.0,31922
304,1281.64,25.0,32041
305,1288.12,25.0,32202
306,1293.64,25.0,32341
307,1294.88,25.0,32372
308,1296.96,25.0,32424
309,1298.8,25.0,32470
310,1305.8,25.0,32645
311,1311.44,25.0,32786
312,1315.0,25.0,32875
313,1318.96,25.0,32974
314,1323.44,25.0,33086
315,1328.56,25.0,33214
316,1335.16,25.0,33379
317,1339.84,25.0,33496
318,1342.56,25.0,33564
319,1344.6,25.0,33615
320,1347.2,25.0,33680
321,1350.8,25.0,33770
322,1357.8,25.0,33945
323,1362.2,25.0,34055
324,1365.64,25.0,34141
325,1370.2,25.0,34255
326,1374.96,25.0,34374
327,1379.44,25.0,34486
328,1381.08,25.0,34527
329,1385.64,25.0,34641
330,1392.36,25.0,34809
331,1396.08,25.0,34902
332,1398.64,25.0,34966
333,1402.08,25.0,35052
334,1405.08,25.0,35127
335,1409.08,25.0,35227
336,1416.08,25.0,35402
337,1423.08,25.0,35577
338,1427.08,25.0,35677
339,1431.28,25.0,35782
340,1437.0,25.0,35925
341,1444.0,25.0,36100
342,1447.0,25.0,36175
343,1451.36,25.0,36284
344,1452.96,25.0,36324
345,1455.12,25.0,36378
346,1459.48,25.0,36487
347,1460.72,25.0,36518
348,1462.96,25.0,36574
349,1463.96,25.0,36599
350,1466.28,25.0,36657
351,1467.64,25.0,36691
352,1469.56,25.0,36739
353,1476.08,25.0,36902
354,1478.56,25.0,36964
355,1480.52,25.0,37013
356,1482.4,25.0,37060
357,1484.28,25.0,37107
358,1486.08,25.0,37152
359,1487.04,25.0,37176
360,1489.96,25.0,37249
361,1496.92,25.0,37423
362,1502.96,25.0,37574
