n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.0,25.0,50
3,4.08,25.0,102
4,4.96,25.0,124
5,8.08,25.0,202
6,9.92,25.0,248
7,13.2,25.0,330
8,14.88,25.0,372
9,17.6,25.0,440
10,19.84,25.0,496
11,23.0,25.0,575
12,24.8,25.0,620
13,28.4,25.0,710
14,29.76,25.0,744
15,33.8,25.0,844
16,34.72,25.0,868
17,39.68,25.0,992
18,44.64,25.0,1116
19,49.6,25.0,1240
20,52.4,25.0,1310
21,54.56,25.0,1364
22,55.84,25.0,1396
23,56.76,25.0,1419
24,56.84,25.0,1421
25,56.88,25.0,1422
26,56.92,25.0,1423
27,58.0,25.0,1450
28,58.76,25.0,1469
29,59.52,25.0,1488
30,60.4,25.0,1510
31,61.32,25.0,1533
32,62.6,25.0,1565
33,63.36,25.0,1584
34,64.24,25.0,1605
35,64.48,25.0,1612
36,66.12,25.0,1653
37,66.16,25.0,1654
38,67.48,25.0,1687
39,68.84,25.0,1721
40,69.44,25.0,1736
41,70.36,25.0,1759
42,74.4,25.0,1860
43,79.36,25.0,1984
44,84.32,25.0,2108
45,85.12,25.0,2128
46,89.28,25.0,2232
47,91.48,25.0,2287
48,94.24,25.0,2356
49,99.2,25.0,2480
50,104.16,25.0,2604
51,104.64,25.0,2616
52,109.12,25.0,2728
53,114.08,25.0,2852
54,115.6,25.0,2890
55,119.04,25.0,2976
56,122.84,25.0,3071
57,124.0,25.0,3100
58,128.96,25.0,3224
59,133.92,25.0,3347
60,138.88,25.0,3472
61,143.84,25.0,3596
62,145.96,25.0,3649
63,148.8,25.0,3720
64,153.76,25.0,3844
65,158.72,25.0,3968
66,163.68,25.0,4092
67,168.64,25.0,4216
68,173.6,25.0,4340
69,178.56,25.0,4464
70,179.96,25.0,4499
71,183.52,25.0,4588
72,188.48,25.0,4712
73,193.44,25.0,4836
74,198.4,25.0,4960
75,202.24,25.0,5056
76,203.36,25.0,5084
77,208.32,25.0,5208
78,213.28,25.0,5332
79,218.24,25.0,5456
80,223.2,25.0,5580
81,228.16,25.0,5704
82,233.12,25.0,5828
83,238.08,25.0,5952
84,243.04,25.0,6076
85,248.0,25.0,6200
86,252.96,25.0,6324
87,257.92,25.0,6448
88,262.88,25.0,6572
89,267.84,25.0,6695
90,272.8,25.0,6820
91,277.76,25.0,6944
92,280.6,25.0,7015
93,282.72,25.0,7068
94,287.56,25.0,7189
95,287.68,25.0,7192
96,289.32,25.0,7233
97,292.64,25.0,7316
98,297.6,25.0,7440
99,299.48,25.0,7487
100,302.56,25.0,7564
101,307.52,25.0,7688
102,309.4,25.0,7734
103,312.48,25.0,7812
104,316.28,25.0,7906
105,317.44,25.0,7936
106,320.4,25.0,8009
107,322.4,25.0,8059
108,324.88,25.0,8122
109,327.36,25.0,8184
110,332.32,25.0,8308
111,337.28,25.0,8432
112,341.8,25.0,8545
113,342.24,25.0,8556
114,347.2,25.0,8680
115,352.16,25.0,8804
116,355.04,25.0,8876
117,357.12,25.0,8928
118,360.04,25.0,9001
119,362.08,25.0,9052
120,365.04,25.0,9126
121,367.04,25.0,9176
122,370.04,25.0,9251
123,372.0,25.0,9300
124,375.04,25.0,9376
125,376.96,25.0,9424
126,380.04,25.0,9501
127,381.92,25.0,9548
128,386.88,25.0,9672
129,388.24,25.0,9706
130,391.68,25.0,9792
131,391.84,25.0,9796
132,396.8,25.0,9920
133,401.76,25.0,10044
134,406.4,25.0,10160
135,406.72,25.0,10168
136,411.68,25.0,10292
137,412.64,25.0,10316
138,414.84,25.0,10371
139,416.64,25.0,10416
140,417.16,25.0,10429
141,419.68,25.0,10492
142,421.6,25.0,10540
143,424.48,25.0,10612
144,426.56,25.0,10664
145,426.88,25.0,10672
146,429.36,25.0,10734
147,431.08,25.0,10777
148,431.52,25.0,10788
149,435.6,25.0,10890
150,435.64,25.0,10891
151,436.48,25.0,10912
152,440.6,25.0,11015
153,441.44,25.0,11036
154,446.4,25.0,11160
155,448.6,25.0,11215
156,451.36,25.0,11284
157,456.32,25.0,11408
158,461.28,25.0,11532
159,466.24,25.0,11656
160,471.2,25.0,11780
161,475.04,25.0,11876
162,476.16,25.0,11904
163,481.12,25.0,12028
164,482.6,25.0,12065
165,483.76,25.0,12094
166,485.2,25.0,12130
167,486.08,25.0,12152
168,487.32,25.0,12183
169,489.28,25.0,12232
170,491.04,25.0,12276
171,491.48,25.0,12287
172,493.44,25.0,12336
173,494.6,25.0,12365
174,496.0,25.0,12400
175,497.12,25.0,12428
176,500.96,25.0,12524
177,503.84,25.0,12596
178,505.92,25.0,12648
179,510.88,25.0,12772
180,515.84,25.0,12896
181,520.8,25.0,13019
182,525.76,25.0,13144
183,527.6,25.0,13190
184,530.72,25.0,13268
185,533.48,25.0,13337
186,535.68,25.0,13391
187,536.68,25.0,13416
188,539.68,25.0,13491
189,540.64,25.0,13516
190,542.76,25.0,13569
191,545.6,25.0,13640
192,546.0,25.0,13650
193,548.72,25.0,13718
194,550.56,25.0,13763
195,550.84,25.0,13771
196,553.88,25.0,13847
197,555.52,25.0,13888
198,560.48,25.0,14012
199,563.04,25.0,14076
200,563.72,25.0,14093
201,563.96,25.0,14099
202,564.0,25.0,14100
203,564.04,25.0,14101
204,564.12,25.0,14103
205,565.2,25.0,14130
206,565.44,25.0,14136
207,565.96,25.0,14149
208,568.52,25.0,14213
209,569.8,25.0,14244
210,570.4,25.0,14260
211,571.44,25.0,14286
212,573.32,25.0,14333
213,573.36,25.0,14334
214,574.68,25.0,14366
215,575.36,25.0,14384
216,576.04,25.0,14401
217,577.56,25.0,14438
218,580.32,25.0,14508
219,581.0,25.0,14525
220,585.28,25.0,14632
221,590.24,25.0,14756
222,595.2,25.0,14880
223,597.56,25.0,14938
224,600.16,25.0,15004
225,605.12,25.0,15128
226,610.08,25.0,15252
227,615.04,25.0,15376
228,620.0,25.0,15500
229,621.44,25.0,15536
230,624.96,25.0,15624
231,629.92,25.0,15747
232,633.56,25.0,15838
233,634.88,25.0,15872
234,639.84,25.0,15996
235,644.8,25.0,16119
236,649.76,25.0,16244
237,654.72,25.0,16368
238,659.68,25.0,16492
239,664.64,25.0,16616
240,669.6,25.0,16740
241,674.56,25.0,16864
242,676.64,25.0,16916
243,679.52,25.0,16988
244,684.48,25.0,17112
245,689.44,25.0,17236
246,694.4,25.0,17360
247,699.36,25.0,17484
248,704.32,25.0,17608
249,709.28,25.0,17732
250,714.24,25.0,17856
251,719.2,25.0,17980
252,724.16,25.0,18104
253,729.12,25.0,18228
254,734.08,25.0,18352
255,739.04,25.0,18476
256,744.0,25.0,18600
257,748.96,25.0,18724
258,753.92,25.0,18848
259,758.88,25.0,18972
260,763.84,25.0,19096
261,768.8,25.0,19220
262,773.76,25.0,19344
263,778.72,25.0,19468
264,783.68,25.0,19592
265,788.64,25.0,19716
266,793.6,25.0,19840
267,798.56,25.0,19964
268,803.52,25.0,20088
269,807.8,25.0,20195
270,808.48,25.0,20212
271,813.44,25.0,20336
272,818.4,25.0,20460
273,823.36,25.0,20584
274,828.32,25.0,20708
275,833.28,25.0,20832
276,838.24,25.0,20956
277,841.2,25.0,21030
278,843.2,25.0,21080
279,848.16,25.0,21204
280,853.12,25.0,21328
281,858.08,25.0,21452
282,863.04,25.0,21576
283,868.0,25.0,21700
284,872.96,25.0,21824
285,877.92,25.0,21948
286,882.76,25.0,22069
287,882.88,25.0,22072
288,884.88,25.0,22122
289,887.84,25.0,22196
290,890.56,25.0,22264
291,892.8,25.0,22320
292,893.84,25.0,22346
293,896.24,25.0,22406
294,897.76,25.0,22444
295,900.92,25.0,22523
296,902.72,25.0,22568
297,907.68,25.0,22692
298,912.64,25.0,22816
299,917.6,25.0,22940
300,922.56,25.0,23064
301,926.88,25.0,23172
302,927.52,25.0,23188
303,932.48,25.0,23312
304,937.44,25.0,23436
305,942.4,25.0,23560
306,945.8,25.0,23645
307,947.36,25.0,23684
