n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.0,25.0,50
3,4.08,25.0,102
4,8.08,25.0,202
5,14.56,25.0,364
6,18.04,25.0,451
7,21.04,25.0,526
8,23.36,25.0,584
9,25.36,25.0,634
10,27.52,25.0,688
11,29.76,25.0,744
12,34.0,25.0,850
13,36.2,25.0,905
14,40.28,25.0,1007
15,42.2,25.0,1055
16,49.12,25.0,1228
17,53.92,25.0,1348
18,60.92,25.0,1523
19,62.0,25.0,1550
20,63.08,25.0,1577
21,63.84,25.0,1596
22,66.4,25.0,1660
23,67.68,25.0,1692
24,69.32,25.0,1732
25,71.2,25.0,1780
26,72.56,25.0,1814
27,73.92,25.0,1848
28,74.44,25.0,1861
29,75.44,25.0,1886
30,79.44,25.0,1986
31,86.44,25.0,2161
32,92.8,25.0,2320
33,96.64,25.0,2416
34,100.72,25.0,2518
35,107.52,25.0,2688
36,114.2,25.0,2855
37,120.64,25.0,3016
38,127.64,25.0,3191
39,130.84,25.0,3271
40,137.84,25.0,3446
41,141.4,25.0,3535
42,147.16,25.0,3679
43,152.68,25.0,3817
44,159.68,25.0,3992
45,165.16,25.0,4129
46,170.92,25.0,4273
47,174.76,25.0,4369
48,179.6,25.0,4490
49,186.28,25.0,4657
50,192.04,25.0,4801
51,197.2,25.0,4930
52,204.2,25.0,5105
53,211.16,25.0,5279
54,214.4,25.0,5360
55,221.2,25.0,5530
56,225.92,25.0,5648
57,230.84,25.0,5771
58,234.84,25.0,5871
59,241.84,25.0,6046
60,248.28,25.0,6207
61,254.68,25.0,6367
62,259.6,25.0,6490
63,262.6,25.0,6565
64,265.6,25.0,6640
65,268.6,25.0,6715
66,274.12,25.0,6853
67,277.12,25.0,6928
68,280.64,25.0,7016
69,286.4,25.0,7159
70,292.16,25.0,7304
71,297.8,25.0,7445
72,299.56,25.0,7489
73,302.4,25.0,7559
74,305.92,25.0,7648
75,308.72,25.0,7718
76,311.48,25.0,7787
77,313.52,25.0,7838
78,316.52,25.0,7913
79,321.44,25.0,8036
80,326.28,25.0,8156
81,331.32,25.0,8283
82,334.32,25.0,8358
83,340.12,25.0,8503
84,347.12,25.0,8678
85,354.04,25.0,8851
86,358.28,25.0,8957
87,360.36,25.0,9009
88,364.48,25.0,9112
89,367.04,25.0,9176
90,370.64,25.0,9266
91,377.64,25.0,9441
92,381.2,25.0,9530
93,385.04,25.0,9626
94,390.8,25.0,9770
95,394.64,25.0,9866
96,399.36,25.0,9984
97,406.16,25.0,10154
98,411.92,25.0,10298
99,415.52,25.0,10388
100,418.76,25.0,10469
101,423.04,25.0,10576
102,423.6,25.0,10590
103,426.6,25.0,10665
104,431.12,25.0,10778
105,434.36,25.0,10859
106,439.04,25.0,10976
107,439.68,25.0,10992
108,442.72,25.0,11068
109,446.08,25.0,11152
110,447.0,25.0,11175
111,449.28,25.0,11232
112,452.76,25.0,11319
113,456.12,25.0,11403
114,460.56,25.0,11514
115,463.24,25.0,11581
116,467.52,25.0,11688
117,473.76,25.0,11844
118,478.56,25.0,11964
119,484.32,25.0,12108
120,487.32,25.0,12183
121,490.8,25.0,12270
122,494.36,25.0,12359
123,497.72,25.0,12443
124,501.4,25.0,12535
125,505.76,25.0,12644
126,509.88,25.0,12747
127,510.84,25.0,12771
128,513.44,25.0,12836
129,517.28,25.0,12932
130,521.12,25.0,13028
131,524.44,25.0,13111
132,528.0,25.0,13200
133,531.04,25.0,13276
134,534.44,25.0,13361
135,541.24,25.0,13531
136,545.24,25.0,13631
137,552.24,25.0,13806
138,558.68,25.0,13966
139,562.52,25.0,14063
140,566.76,25.0,14169
141,571.8,25.0,14294
142,575.88,25.0,14397
143,579.96,25.0,14499
144,583.48,25.0,14587
145,587.4,25.0,14685
146,590.64,25.0,14766
147,596.2,25.0,14905
148,600.28,25.0,15007
149,607.24,25.0,15181
150,614.24,25.0,15356
151,616.4,25.0,15410
152,618.92,25.0,15472
153,620.8,25.0,15519
154,622.52,25.0,15563
155,624.44,25.0,15611
156,626.52,25.0,15663
157,628.36,25.0,15709
158,630.32,25.0,15758
159,632.52,25.0,15813
160,634.56,25.0,15863
161,636.4,25.0,15910
162,638.04,25.0,15951
163,639.72,25.0,15993
164,642.2,25.0,16055
165,644.56,25.0,16113
166,646.48,25.0,16162
167,648.6,25.0,16215
168,650.44,25.0,16261
169,654.08,25.0,16352
170,655.4,25.0,16385
171,656.96,25.0,16424
172,663.96,25.0,16599
173,670.4,25.0,16760
174,676.16,25.0,16904
175,681.24,25.0,17031
176,687.16,25.0,17179
177,692.16,25.0,17304
178,696.4,25.0,17410
179,700.6,25.0,17515
180,704.4,25.0,17610
181,706.76,25.0,17669
182,708.12,25.0,17703
183,713.64,25.0,17841
184,716.36,25.0,17909
185,719.68,25.0,17992
186,723.28,25.0,18082
187,726.84,25.0,18171
188,728.68,25.0,18217
189,731.92,25.0,18298
190,738.44,25.0,18461
191,742.08,25.0,18552
192,742.28,25.0,18557
193,746.84,25.0,18671
194,753.84,25.0,18846
195,760.28,25.0,19007
196,764.0,25.0,19100
197,768.32,25.0,19208
198,773.68,25.0,19342
199,777.72,25.0,19443
200,784.68,25.0,19617
201,791.12,25.0,19778
202,797.84,25.0,19946
203,799.68,25.0,19992
204,803.12,25.0,20078
205,809.68,25.0,20242
206,816.68,25.0,20417
207,822.72,25.0,20568
208,828.88,25.0,20722
209,833.68,25.0,20842
210,839.2,25.0,20980
211,843.16,25.0,21079
212,844.12,25.0,21103
213,847.12,25.0,21178
214,850.28,25.0,21257
215,853.4,25.0,21335
216,856.04,25.0,21401
217,863.0,25.0,21575
218,866.4,25.0,21660
219,871.16,25.0,21779
220,877.88,25.0,21947
221,882.68,25.0,22067
222,885.56,25.0,22139
223,889.4,25.0,22235
224,892.92,25.0,22323
225,896.0,25.0,22400
226,899.32,25.0,22483
227,902.12,25.0,22553
228,906.2,25.0,22655
229,910.48,25.0,22762
230,913.64,25.0,22841
231,919.28,25.0,22982
232,926.28,25.0,23157
233,929.84,25.0,23246
234,935.6,25.0,23390
235,942.32,25.0,23558
236,946.6,25.0,23665
237,953.6,25.0,23840
238,960.04,25.0,24001
239,965.52,25.0,24138
