n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,7.0,25.0,175
3,14.0,25.0,350
4,19.16,25.0,479
5,21.88,25.0,547
6,25.64,25.0,641
7,26.96,25.0,674
8,31.92,25.0,798
9,36.92,25.0,923
10,38.12,25.0,952
11,45.0,25.0,1125
12,52.0,25.0,1300
13,57.44,25.0,1436
14,62.64,25.0,1566
15,66.88,25.0,1672
16,72.88,25.0,1822
17,78.64,25.0,1966
18,83.96,25.0,2099
19,90.16,25.0,2254
20,96.28,25.0,2407
21,100.08,25.0,2502
22,104.4,25.0,2610
23,110.84,25.0,2771
24,115.12,25.0,2878
25,118.12,25.0,2953
26,125.12,25.0,3128
27,131.12,25.0,3278
28,138.12,25.0,3453
29,144.8,25.0,3620
30,151.8,25.0,3795
31,156.12,25.0,3903
32,162.8,25.0,4070
33,169.8,25.0,4245
34,175.8,25.0,4395
35,179.8,25.0,4495
36,183.76,25.0,4594
37,189.0,25.0,4725
38,194.92,25.0,4873
39,200.76,25.0,5019
40,203.72,25.0,5093
41,207.52,25.0,5188
42,213.68,25.0,5342
43,216.72,25.0,5418
44,220.48,25.0,5512
45,224.4,25.0,5610
46,230.08,25.0,5752
47,235.64,25.0,5891
48,236.84,25.0,5921
49,243.36,25.0,6084
50,250.36,25.0,6259
51,253.4,25.0,6335
52,259.76,25.0,6494
53,263.08,25.0,6577
54,266.32,25.0,6658
55,270.16,25.0,6754
56,273.8,25.0,6845
57,280.0,25.0,7000
58,284.4,25.0,7109
59,287.44,25.0,7186
60,288.76,25.0,7219
61,291.72,25.0,7293
62,297.24,25.0,7431
63,304.24,25.0,7606
64,310.24,25.0,7756
65,315.24,25.0,7881
66,319.12,25.0,7978
67,322.52,25.0,8063
68,326.88,25.0,8172
69,329.36,25.0,8234
70,332.08,25.0,8302
71,334.44,25.0,8361
72,337.84,25.0,8446
73,340.08,25.0,8502
74,342.56,25.0,8564
75,347.08,25.0,8677
76,351.28,25.0,8782
77,356.0,25.0,8900
78,358.2,25.0,8955
79,360.2,25.0,9005
