n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.0,25.0,100
3,10.96,25.0,274
4,13.36,25.0,334
5,17.52,25.0,438
6,18.44,25.0,461
7,22.36,25.0,559
8,23.4,25.0,585
9,28.44,25.0,711
10,33.24,25.0,831
11,36.44,25.0,911
12,43.44,25.0,1086
13,49.8,25.0,1245
14,54.04,25.0,1351
15,61.04,25.0,1526
16,66.08,25.0,1652
17,69.04,25.0,1726
18,72.8,25.0,1820
19,77.68,25.0,1942
20,81.12,25.0,2028
21,84.24,25.0,2106
22,86.24,25.0,2156
23,88.08,25.0,2202
24,90.08,25.0,2252
25,95.52,25.0,2388
26,98.96,25.0,2474
27,102.0,25.0,2550
28,104.84,25.0,2621
29,111.12,25.0,2778
30,113.44,25.0,2836
31,116.4,25.0,2910
32,117.96,25.0,2949
33,124.96,25.0,3124
34,127.96,25.0,3199
35,134.32,25.0,3358
36,139.44,25.0,3486
37,145.2,25.0,3629
38,151.92,25.0,3797
39,157.76,25.0,3944
40,160.0,25.0,4000
41,162.4,25.0,4060
42,164.64,25.0,4116
43,167.32,25.0,4183
44,170.04,25.0,4251
45,172.28,25.0,4307
46,176.0,25.0,4400
47,179.12,25.0,4478
48,183.36,25.0,4584
49,185.24,25.0,4631
50,187.24,25.0,4681
51,188.8,25.0,4720
52,191.12,25.0,4778
53,194.64,25.0,4866
54,200.56,25.0,5014
55,203.56,25.0,5089
56,208.56,25.0,5214
57,210.28,25.0,5257
58,212.48,25.0,5312
59,216.64,25.0,5416
60,220.64,25.0,5516
61,225.64,25.0,5641
62,230.68,25.0,5767
63,233.04,25.0,5826
64,237.08,25.0,5927
65,241.4,25.0,6035
66,243.36,25.0,6084
67,244.8,25.0,6120
68,251.8,25.0,6295
69,255.8,25.0,6395
70,259.36,25.0,6484
71,265.4,25.0,6634
72,267.56,25.0,6689
73,268.76,25.0,6719
74,270.16,25.0,6754
75,274.36,25.0,6859
76,280.08,25.0,7002
77,286.2,25.0,7155
78,292.88,25.0,7322
79,299.84,25.0,7495
80,303.68,25.0,7592
81,307.68,25.0,7692
82,309.72,25.0,7743
83,312.28,25.0,7806
84,314.4,25.0,7859
85,319.44,25.0,7986
86,321.24,25.0,8031
87,328.24,25.0,8206
88,334.44,25.0,8361
89,338.76,25.0,8469
90,345.76,25.0,8644
91,350.76,25.0,8769
92,356.76,25.0,8919
93,363.16,25.0,9079
94,367.52,25.0,9188
95,374.32,25.0,9358
96,380.72,25.0,9518
97,384.04,25.0,9601
98,385.52,25.0,9638
99,391.04,25.0,9776
100,391.64,25.0,9791
101,397.8,25.0,9945
102,400.8,25.0,10020
103,406.16,25.0,10154
104,408.44,25.0,10211
105,412.72,25.0,10318
106,414.36,25.0,10359
107,417.12,25.0,10428
108,420.96,25.0,10524
109,423.0,25.0,10575
110,427.64,25.0,10691
111,431.92,25.0,10798
112,433.32,25.0,10833
113,439.12,25.0,10978
114,443.84,25.0,11096
115,445.28,25.0,11132
116,449.04,25.0,11226
117,456.0,25.0,11400
118,461.28,25.0,11532
119,467.64,25.0,11691
120,474.56,25.0,11864
121,478.2,25.0,11955
122,483.0,25.0,12075
123,486.0,25.0,12150
124,490.8,25.0,12270
125,495.92,25.0,12398
126,501.4,25.0,12535
127,506.56,25.0,12664
128,508.24,25.0,12706
129,511.6,25.0,12790
130,514.52,25.0,12863
131,520.4,25.0,13010
132,523.4,25.0,13085
133,530.4,25.0,13260
134,533.68,25.0,13341
135,539.2,25.0,13480
136,546.0,25.0,13650
137,552.96,25.0,13824
138,556.04,25.0,13901
139,560.12,25.0,14003
140,563.24,25.0,14081
141,566.36,25.0,14159
142,571.16,25.0,14279
143,572.72,25.0,14318
144,577.12,25.0,14428
145,579.12,25.0,14478
146,584.12,25.0,14603
147,588.48,25.0,14712
148,590.28,25.0,14757
149,592.28,25.0,14807
150,596.64,25.0,14916
151,602.6,25.0,15065
152,605.6,25.0,15140
153,612.16,25.0,15304
154,615.16,25.0,15379
155,617.96,25.0,15449
156,621.84,25.0,15546
157,626.8,25.0,15669
158,627.64,25.0,15691
159,630.04,25.0,15751
160,632.4,25.0,15810
161,635.68,25.0,15891
162,637.32,25.0,15933
163,639.68,25.0,15991
164,642.36,25.0,16059
165,649.36,25.0,16234
166,653.36,25.0,16334
167,656.52,25.0,16413
168,660.92,25.0,16523
169,663.72,25.0,16593
170,665.48,25.0,16637
171,667.6,25.0,16690
172,670.56,25.0,16764
173,673.04,25.0,16826
174,676.04,25.0,16901
175,678.32,25.0,16958
176,682.72,25.0,17068
177,685.44,25.0,17136
178,688.84,25.0,17221
179,690.44,25.0,17261
180,695.44,25.0,17386
181,702.44,25.0,17561
182,705.44,25.0,17636
183,709.96,25.0,17749
184,716.52,25.0,17913
185,720.88,25.0,18022
186,727.88,25.0,18197
187,733.72,25.0,18343
188,739.76,25.0,18494
189,743.36,25.0,18584
190,744.6,25.0,18615
191,751.6,25.0,18790
192,755.88,25.0,18897
193,759.88,25.0,18997
194,763.76,25.0,19094
195,766.28,25.0,19157
196,770.8,25.0,19270
197,777.8,25.0,19445
198,781.8,25.0,19545
199,785.08,25.0,19627
200,790.92,25.0,19773
201,794.52,25.0,19863
202,796.52,25.0,19913
203,801.88,25.0,20047
204,804.36,25.0,20109
205,806.84,25.0,20171
206,810.12,25.0,20253
207,813.16,25.0,20329
208,815.92,25.0,20398
209,818.72,25.0,20468
210,820.96,25.0,20524
211,821.72,25.0,20543
212,828.72,25.0,20718
213,832.56,25.0,20814
214,835.8,25.0,20895
215,840.72,25.0,21018
216,843.76,25.0,21094
217,847.16,25.0,21179
218,852.52,25.0,21313
219,853.52,25.0,21338
