n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,2.0,25.0,50
3,4.08,25.0,102
4,5.12,25.0,128
5,8.08,25.0,202
6,10.24,25.0,256
7,14.56,25.0,364
8,15.36,25.0,384
9,20.48,25.0,512
10,21.04,25.0,526
11,25.6,25.0,640
12,27.52,25.0,688
13,29.76,25.0,744
14,30.72,25.0,768
15,35.84,25.0,896
16,40.28,25.0,1007
17,40.96,25.0,1024
18,42.4,25.0,1060
19,46.08,25.0,1152
20,51.2,25.0,1280
21,56.32,25.0,1408
22,61.44,25.0,1536
23,61.48,25.0,1537
24,62.16,25.0,1554
25,62.56,25.0,1564
26,63.64,25.0,1591
27,64.4,25.0,1610
28,66.56,25.0,1664
29,68.24,25.0,1705
30,71.68,25.0,1792
31,71.76,25.0,1794
32,71.8,25.0,1795
33,73.12,25.0,1828
34,74.48,25.0,1862
35,76.0,25.0,1900
36,76.8,25.0,1920
37,80.0,25.0,2000
38,81.92,25.0,2048
39,87.04,25.0,2176
40,92.16,25.0,2304
41,97.28,25.0,2432
42,102.4,25.0,2560
43,105.48,25.0,2637
44,107.52,25.0,2688
45,112.64,25.0,2816
46,117.76,25.0,2944
47,122.88,25.0,3072
48,128.0,25.0,3200
49,133.12,25.0,3328
50,138.24,25.0,3456
51,143.36,25.0,3584
52,148.48,25.0,3711
53,153.6,25.0,3840
54,158.72,25.0,3968
55,163.84,25.0,4096
56,168.96,25.0,4224
57,174.08,25.0,4352
58,179.2,25.0,4480
59,184.32,25.0,4608
60,189.44,25.0,4736
61,194.56,25.0,4864
62,199.68,25.0,4992
63,204.8,25.0,5120
64,206.08,25.0,5152
65,209.92,25.0,5248
66,215.04,25.0,5376
67,220.16,25.0,5504
68,225.28,25.0,5632
69,230.4,25.0,5760
70,235.52,25.0,5888
71,240.64,25.0,6016
72,245.76,25.0,6144
73,250.88,25.0,6272
74,256.0,25.0,6400
75,261.12,25.0,6528
76,266.24,25.0,6656
77,271.36,25.0,6784
78,276.48,25.0,6912
79,281.6,25.0,7040
80,286.72,25.0,7168
81,291.84,25.0,7295
82,292.92,25.0,7323
83,296.96,25.0,7423
84,302.08,25.0,7552
85,307.2,25.0,7680
86,312.32,25.0,7808
87,317.44,25.0,7936
88,322.56,25.0,8064
89,327.68,25.0,8192
90,332.8,25.0,8320
91,337.92,25.0,8448
92,341.24,25.0,8531
93,343.04,25.0,8576
94,343.76,25.0,8594
95,348.16,25.0,8704
96,353.28,25.0,8832
97,358.4,25.0,8960
98,363.52,25.0,9088
99,368.64,25.0,9216
100,373.76,25.0,9344
101,378.88,25.0,9472
102,384.0,25.0,9600
103,389.12,25.0,9728
104,394.24,25.0,9856
105,399.36,25.0,9984
106,404.48,25.0,10112
107,409.6,25.0,10240
108,414.72,25.0,10368
109,419.84,25.0,10496
110,424.96,25.0,10624
111,426.76,25.0,10669
112,430.08,25.0,10752
113,435.2,25.0,10880
114,435.56,25.0,10889
115,436.88,25.0,10922
116,440.32,25.0,11008
117,442.44,25.0,11061
118,445.44,25.0,11136
119,450.56,25.0,11264
120,455.68,25.0,11392
121,460.44,25.0,11511
122,460.8,25.0,11520
123,462.72,25.0,11568
124,464.64,25.0,11616
125,465.92,25.0,11648
126,471.04,25.0,11776
127,474.4,25.0,11860
128,476.16,25.0,11904
129,476.32,25.0,11908
130,477.92,25.0,11948
131,481.28,25.0,12032
132,482.88,25.0,12072
133,484.8,25.0,12120
134,486.24,25.0,12156
135,486.4,25.0,12160
136,487.96,25.0,12199
137,489.36,25.0,12234
138,491.0,25.0,12275
139,491.52,25.0,12288
140,492.48,25.0,12312
141,493.84,25.0,12346
142,495.04,25.0,12376
143,496.64,25.0,12416
144,498.28,25.0,12457
145,499.84,25.0,12496
146,501.76,25.0,12544
147,503.8,25.0,12595
148,505.36,25.0,12634
149,506.88,25.0,12672
150,512.0,25.0,12800
151,512.76,25.0,12819
152,514.32,25.0,12858
153,517.12,25.0,12928
154,521.32,25.0,13033
155,522.24,25.0,13056
156,523.04,25.0,13076
157,524.44,25.0,13111
158,526.32,25.0,13158
159,527.36,25.0,13184
160,528.0,25.0,13200
161,529.52,25.0,13238
162,530.88,25.0,13272
163,532.48,25.0,13312
164,534.96,25.0,13374
165,537.32,25.0,13433
166,537.6,25.0,13440
167,539.24,25.0,13481
168,541.28,25.0,13532
169,542.72,25.0,13568
170,543.16,25.0,13579
171,544.8,25.0,13619
172,546.28,25.0,13657
173,547.84,25.0,13696
174,551.36,25.0,13784
175,552.96,25.0,13824
176,553.24,25.0,13831
177,557.24,25.0,13931
178,558.08,25.0,13952
179,562.04,25.0,14051
180,563.2,25.0,14080
181,568.32,25.0,14208
182,573.44,25.0,14336
183,578.44,25.0,14461
184,578.56,25.0,14463
185,583.44,25.0,14586
186,583.68,25.0,14591
187,588.8,25.0,14719
188,593.92,25.0,14847
189,593.96,25.0,14849
190,596.84,25.0,14921
191,599.04,25.0,14976
192,599.6,25.0,14990
193,604.16,25.0,15104
194,606.44,25.0,15161
195,609.28,25.0,15232
196,609.76,25.0,15244
197,614.4,25.0,15360
198,616.44,25.0,15411
199,619.52,25.0,15488
200,620.72,25.0,15518
201,623.08,25.0,15577
202,624.64,25.0,15616
203,629.76,25.0,15744
204,630.68,25.0,15766
205,634.4,25.0,15860
206,634.88,25.0,15872
207,637.04,25.0,15926
208,639.52,25.0,15988
209,640.0,25.0,16000
210,641.68,25.0,16041
211,645.12,25.0,16128
212,650.24,25.0,16256
213,651.68,25.0,16291
214,654.72,25.0,16368
215,655.36,25.0,16384
216,660.48,25.0,16512
217,663.72,25.0,16593
218,665.6,25.0,16640
219,670.72,25.0,16768
220,675.84,25.0,16896
221,678.52,25.0,16963
222,680.96,25.0,17024
223,684.68,25.0,17117
224,684.72,25.0,17118
225,686.08,25.0,17152
226,691.2,25.0,17280
227,694.76,25.0,17369
228,696.32,25.0,17408
229,701.44,25.0,17536
230,706.56,25.0,17664
231,707.52,25.0,17688
232,711.68,25.0,17792
233,714.88,25.0,17872
234,716.8,25.0,17920
235,721.92,25.0,18048
236,726.56,25.0,18164
237,727.04,25.0,18176
238,729.88,25.0,18247
239,732.16,25.0,18304
240,734.88,25.0,18372
241,737.28,25.0,18432
242,742.4,25.0,18560
243,747.52,25.0,18688
244,752.64,25.0,18816
245,757.76,25.0,18944
246,762.88,25.0,19072
247,765.2,25.0,19130
248,768.0,25.0,19200
249,773.12,25.0,19328
250,777.72,25.0,19443
251,778.24,25.0,19456
252,779.96,25.0,19499
253,783.36,25.0,19584
254,788.48,25.0,19712
255,793.6,25.0,19840
256,798.72,25.0,19968
257,803.84,25.0,20096
258,804.84,25.0,20121
259,808.96,25.0,20224
260,814.08,25.0,20352
261,819.2,25.0,20480
262,820.04,25.0,20501
263,824.32,25.0,20608
264,829.44,25.0,20736
265,834.56,25.0,20864
266,839.68,25.0,20992
267,844.8,25.0,21120
268,849.92,25.0,21248
269,855.04,25.0,21376
270,860.16,25.0,21504
271,865.28,25.0,21632
272,870.4,25.0,21760
273,875.52,25.0,21888
274,880.64,25.0,22016
275,885.76,25.0,22144
276,890.88,25.0,22272
277,896.0,25.0,22400
278,901.12,25.0,22528
279,906.24,25.0,22656
280,911.36,25.0,22784
281,913.96,25.0,22849
282,916.48,25.0,22912
283,917.56,25.0,22939
284,921.6,25.0,23040
285,923.12,25.0,23078
286,926.72,25.0,23168
287,927.2,25.0,23180
288,931.84,25.0,23296
289,936.96,25.0,23424
290,937.24,25.0,23431
291,941.76,25.0,23544
292,942.08,25.0,23552
293,947.2,25.0,23680
294,947.64,25.0,23691
295,950.6,25.0,23765
296,952.32,25.0,23808
297,957.44,25.0,23936
298,957.88,25.0,23947
299,962.56,25.0,24064
300,967.68,25.0,24192
301,972.8,25.0,24320
302,977.92,25.0,24448
303,983.04,25.0,24576
304,985.68,25.0,24642
305,988.16,25.0,24704
306,993.28,25.0,24832
307,998.4,25.0,24960
308,1003.52,25.0,25088
309,1004.6,25.0,25115
