n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.04,25.0,101
3,4.48,25.0,112
4,10.44,25.0,261
5,15.92,25.0,398
6,18.92,25.0,473
7,21.28,25.0,532
8,24.28,25.0,607
9,26.36,25.0,659
10,30.28,25.0,757
11,31.32,25.0,783
12,35.64,25.0,891
13,36.32,25.0,908
14,39.32,25.0,983
15,44.04,25.0,1101
16,44.72,25.0,1118
17,51.72,25.0,1293
18,55.72,25.0,1393
19,62.32,25.0,1558
20,67.8,25.0,1695
21,73.12,25.0,1828
22,76.52,25.0,1913
23,81.0,25.0,2025
24,85.92,25.0,2148
25,90.96,25.0,2274
26,94.4,25.0,2360
27,101.4,25.0,2535
28,107.24,25.0,2681
29,112.32,25.0,2808
30,117.08,25.0,2927
31,122.04,25.0,3051
32,123.44,25.0,3086
33,125.8,25.0,3145
34,129.4,25.0,3235
35,130.44,25.0,3261
36,137.44,25.0,3436
37,142.76,25.0,3569
38,144.68,25.0,3617
39,149.44,25.0,3736
40,152.44,25.0,3811
41,155.92,25.0,3897
42,158.08,25.0,3952
43,161.24,25.0,4031
44,164.96,25.0,4124
45,167.44,25.0,4186
46,170.84,25.0,4271
47,173.36,25.0,4334
48,178.84,25.0,4471
49,182.12,25.0,4553
50,187.84,25.0,4696
51,193.84,25.0,4846
52,197.36,25.0,4934
53,201.56,25.0,5039
54,208.52,25.0,5213
55,212.52,25.0,5313
56,217.52,25.0,5438
57,224.28,25.0,5607
58,226.12,25.0,5653
59,229.64,25.0,5741
60,234.28,25.0,5857
61,239.44,25.0,5986
62,243.68,25.0,6092
63,247.44,25.0,6186
64,252.16,25.0,6304
65,254.16,25.0,6354
66,256.76,25.0,6419
67,259.24,25.0,6481
68,261.88,25.0,6547
69,264.48,25.0,6612
70,267.48,25.0,6687
71,274.0,25.0,6850
72,277.24,25.0,6931
73,279.16,25.0,6979
74,282.72,25.0,7068
75,284.8,25.0,7120
76,287.04,25.0,7176
77,289.36,25.0,7234
78,294.36,25.0,7359
79,301.36,25.0,7534
80,304.36,25.0,7609
81,309.84,25.0,7745
82,314.64,25.0,7866
83,319.84,25.0,7995
84,324.48,25.0,8112
85,326.48,25.0,8162
86,331.04,25.0,8276
87,332.84,25.0,8321
88,336.72,25.0,8418
89,338.72,25.0,8468
90,340.68,25.0,8517
91,345.44,25.0,8636
92,346.64,25.0,8666
93,349.44,25.0,8736
94,352.12,25.0,8803
95,359.12,25.0,8978
96,364.12,25.0,9103
97,369.12,25.0,9228
98,374.16,25.0,9354
99,378.68,25.0,9467
100,385.08,25.0,9627
101,388.08,25.0,9702
102,392.52,25.0,9813
103,396.08,25.0,9902
104,403.08,25.0,10077
105,409.0,25.0,10225
106,412.36,25.0,10309
107,418.84,25.0,10471
108,424.6,25.0,10615
109,428.2,25.0,10705
110,434.64,25.0,10866
111,441.64,25.0,11041
112,447.2,25.0,11180
113,454.2,25.0,11355
114,460.2,25.0,11505
115,466.44,25.0,11661
116,469.64,25.0,11741
117,475.2,25.0,11880
118,477.04,25.0,11926
119,478.68,25.0,11967
120,480.72,25.0,12018
121,481.84,25.0,12046
122,483.92,25.0,12098
123,488.72,25.0,12218
124,490.56,25.0,12264
125,492.56,25.0,12314
126,495.32,25.0,12383
127,497.36,25.0,12434
128,499.76,25.0,12494
129,504.08,25.0,12602
130,508.0,25.0,12700
131,513.56,25.0,12838
132,516.56,25.0,12913
133,521.88,25.0,13047
134,524.08,25.0,13102
135,528.08,25.0,13202
