n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,4.4,25.0,110
3,6.8,25.0,170
4,11.8,25.0,295
5,18.8,25.0,470
6,23.88,25.0,597
7,25.2,25.0,630
8,28.96,25.0,724
9,30.28,25.0,757
10,35.24,25.0,881
11,39.04,25.0,976
12,40.16,25.0,1003
13,41.56,25.0,1039
14,42.24,25.0,1056
15,48.24,25.0,1206
16,51.24,25.0,1281
17,57.24,25.0,1431
18,63.24,25.0,1581
19,68.24,25.0,1705
20,75.24,25.0,1880
21,78.48,25.0,1962
22,84.36,25.0,2109
23,89.52,25.0,2238
24,96.36,25.0,2409
25,100.28,25.0,2507
26,107.28,25.0,2682
27,110.48,25.0,2762
28,113.76,25.0,2844
29,116.08,25.0,2902
30,119.88,25.0,2997
31,122.2,25.0,3055
32,123.8,25.0,3095
33,129.64,25.0,3240
34,131.56,25.0,3289
35,134.36,25.0,3359
36,138.56,25.0,3464
37,139.96,25.0,3499
38,146.96,25.0,3674
39,153.96,25.0,3849
40,157.24,25.0,3931
41,160.44,25.0,4011
42,165.76,25.0,4144
43,166.96,25.0,4174
44,172.52,25.0,4313
45,175.48,25.0,4387
46,176.6,25.0,4415
47,177.8,25.0,4445
48,180.4,25.0,4510
49,183.16,25.0,4579
50,186.2,25.0,4655
51,188.36,25.0,4709
52,191.44,25.0,4786
53,193.6,25.0,4840
54,197.0,25.0,4925
55,199.96,25.0,4999
56,201.68,25.0,5042
57,204.8,25.0,5120
58,206.24,25.0,5156
59,207.8,25.0,5195
60,210.92,25.0,5273
61,212.44,25.0,5311
62,214.48,25.0,5362
63,217.32,25.0,5433
64,218.72,25.0,5468
65,225.72,25.0,5643
66,231.56,25.0,5789
67,236.76,25.0,5919
68,239.64,25.0,5991
69,242.6,25.0,6065
70,244.56,25.0,6114
71,246.2,25.0,6155
72,249.44,25.0,6236
73,252.68,25.0,6317
74,255.32,25.0,6383
75,257.96,25.0,6448
76,259.64,25.0,6491
77,263.84,25.0,6595
78,267.76,25.0,6694
79,274.76,25.0,6869
80,278.76,25.0,6969
81,282.56,25.0,7064
82,288.44,25.0,7211
83,291.68,25.0,7292
84,297.44,25.0,7436
85,304.44,25.0,7611
86,307.88,25.0,7697
87,310.84,25.0,7770
88,314.48,25.0,7862
89,316.8,25.0,7920
90,319.44,25.0,7986
91,326.12,25.0,8153
92,328.04,25.0,8201
93,330.36,25.0,8259
94,332.84,25.0,8321
95,336.4,25.0,8410
96,343.4,25.0,8585
97,349.4,25.0,8735
98,354.4,25.0,8860
99,357.48,25.0,8937
100,362.36,25.0,9059
101,365.16,25.0,9129
102,367.04,25.0,9176
103,368.84,25.0,9221
104,371.36,25.0,9284
105,378.36,25.0,9459
106,382.84,25.0,9571
107,388.28,25.0,9707
108,391.52,25.0,9788
109,397.04,25.0,9926
110,400.52,25.0,10013
111,402.28,25.0,10057
112,408.24,25.0,10206
113,412.2,25.0,10305
114,414.92,25.0,10373
115,418.8,25.0,10470
116,421.8,25.0,10545
117,425.72,25.0,10643
118,431.16,25.0,10779
119,436.52,25.0,10913
120,441.84,25.0,11046
121,448.84,25.0,11221
122,453.84,25.0,11346
123,458.84,25.0,11471
124,462.04,25.0,11551
125,468.52,25.0,11713
126,472.44,25.0,11811
127,476.12,25.0,11903
128,482.76,25.0,12069
129,488.48,25.0,12212
130,493.48,25.0,12337
131,496.48,25.0,12412
132,503.48,25.0,12587
133,508.2,25.0,12705
134,515.04,25.0,12876
135,521.12,25.0,13028
136,524.92,25.0,13122
137,531.64,25.0,13291
138,534.64,25.0,13366
139,540.56,25.0,13513
140,544.04,25.0,13601
141,545.04,25.0,13626
142,552.04,25.0,13801
143,556.4,25.0,13910
144,558.92,25.0,13972
145,561.24,25.0,14031
146,564.76,25.0,14119
147,567.24,25.0,14181
148,568.92,25.0,14222
149,571.12,25.0,14278
150,573.84,25.0,14346
151,577.32,25.0,14433
152,577.76,25.0,14444
153,581.6,25.0,14540
154,584.32,25.0,14608
155,587.16,25.0,14679
156,591.6,25.0,14790
157,598.6,25.0,14965
158,602.16,25.0,15054
159,607.16,25.0,15179
160,611.56,25.0,15288
161,613.88,25.0,15347
162,620.6,25.0,15515
163,622.96,25.0,15574
164,626.72,25.0,15668
165,631.4,25.0,15785
166,633.64,25.0,15841
167,640.64,25.0,16016
168,643.8,25.0,16094
169,650.8,25.0,16269
170,657.64,25.0,16441
171,661.6,25.0,16540
172,668.6,25.0,16715
173,675.56,25.0,16889
174,681.88,25.0,17047
175,685.52,25.0,17138
176,689.0,25.0,17225
177,694.52,25.0,17363
178,697.88,25.0,17447
179,701.28,25.0,17532
180,704.68,25.0,17617
181,711.0,25.0,17775
182,718.0,25.0,17950
183,723.0,25.0,18075
184,726.88,25.0,18172
185,731.96,25.0,18299
186,734.96,25.0,18374
187,741.92,25.0,18548
188,746.2,25.0,18655
189,750.8,25.0,18770
190,755.4,25.0,18885
191,758.08,25.0,18952
192,760.52,25.0,19013
193,765.28,25.0,19132
194,768.28,25.0,19207
195,773.92,25.0,19348
196,776.92,25.0,19423
197,782.24,25.0,19556
198,783.76,25.0,19594
199,785.56,25.0,19639
200,786.76,25.0,19669
201,787.96,25.0,19699
202,793.24,25.0,19831
203,795.16,25.0,19879
204,798.64,25.0,19966
205,805.64,25.0,20141
206,812.64,25.0,20316
207,815.64,25.0,20391
208,820.16,25.0,20504
209,824.24,25.0,20606
210,830.6,25.0,20765
211,833.68,25.0,20842
212,839.0,25.0,20975
213,844.92,25.0,21123
214,848.44,25.0,21211
215,852.32,25.0,21308
216,856.2,25.0,21405
217,858.32,25.0,21458
218,865.32,25.0,21633
219,870.32,25.0,21758
220,873.44,25.0,21836
221,880.44,25.0,22011
222,883.48,25.0,22087
223,889.44,25.0,22236
224,894.52,25.0,22363
225,901.2,25.0,22530
226,906.08,25.0,22652
227,910.76,25.0,22769
228,912.2,25.0,22805
229,919.2,25.0,22980
230,922.2,25.0,23055
231,926.96,25.0,23174
232,930.96,25.0,23274
233,935.48,25.0,23387
234,942.44,25.0,23561
235,947.8,25.0,23695
236,951.92,25.0,23798
237,958.48,25.0,23962
238,962.96,25.0,24074
239,963.96,25.0,24099
240,967.4,25.0,24185
241,970.4,25.0,24260
242,974.96,25.0,24374
243,976.96,25.0,24424
244,982.68,25.0,24567
245,987.64,25.0,24691
246,988.88,25.0,24722
247,995.88,25.0,24897
248,1000.88,25.0,25022
249,1005.12,25.0,25128
250,1010.08,25.0,25252
251,1014.32,25.0,25358
252,1017.8,25.0,25445
253,1021.24,25.0,25531
254,1027.44,25.0,25686
255,1031.44,25.0,25786
256,1034.12,25.0,25852
257,1037.48,25.0,25937
258,1042.0,25.0,26050
259,1048.92,25.0,26223
260,1053.88,25.0,26347
261,1060.88,25.0,26522
262,1066.28,25.0,26657
263,1069.28,25.0,26732
264,1075.08,25.0,26877
265,1077.96,25.0,26949
266,1080.92,25.0,27023
267,1083.88,25.0,27097
268,1086.96,25.0,27174
269,1090.4,25.0,27260
270,1094.76,25.0,27369
271,1097.92,25.0,27448
272,1100.92,25.0,27523
273,1103.48,25.0,27587
